CHANNEL1;CHANNEL2;CHANNEL3;ENTRY AGE;SEX;POLICY TYPE 1;POLICY TYPE 2;POLICY TYPE 3;PAYMENT MODE;POLICY STATUS;BENEFIT;NON LAPSE GUARANTEED;SUBSTANDARD RISK;NUMBER OF ADVANCE PREMIUM;INITIAL BENEFIT;Full Benefit?;Policy Year (Decimal);Policy Year;Premium;Issue Date;;
2;3;0;24;M;3;16;C;Monthly;Lapse; 70 ;NO NLG;0;0;0;N;2.25;3; - ;May-17;;
2;3;0;24;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.25;3; 240 ;May-17;;
2;3;0;48;M;3;5;A;Annually;Lapse; 50,000 ;NO NLG;0;0;0;N;2.25;3; 2,200 ;May-17;;
2;3;0;48;M;3;13;C;Annually;Lapse; 20,000 ;NO NLG;0;0;0;N;2.25;3; - ;May-17;;
2;3;0;48;M;3;9;C;Annually;Lapse; 2,200 ;NO NLG;0;0;0;N;2.25;3; - ;May-17;;
2;3;0;4;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.25;3; 1,200 ;May-17;;
2;3;0;28;F;8;41;A;Quaterly;Lapse; 12,000 ;NO NLG;0;0;0;N;2.25;3; 2,400 ;May-17;;
2;3;0;9;M;10;54;A;Monthly;Inforce; 4,855 ;NO NLG;0;0;0;N;2.25;3; 2,400 ;May-17;;
2;3;0;29;F;3;23;C;Monthly;Lapse; 6,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;29;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;30;M;3;16;C;Monthly;Lapse; 74 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;30;M;3;8;C;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;30;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;34;F;3;14;C;Monthly;Lapse; 260 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;30;F;3;6;D;Annually;Lapse; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;39;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.166666667;3; 720 ;Jun-17;;
2;3;0;37;F;3;5;A;Monthly;Lapse; 60,000 ;NO NLG;0;0;0;N;2.166666667;3; 1,200 ;Jun-17;;
2;3;0;28;F;3;16;C;Quaterly;Inforce; 200 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;28;M;3;5;A;Monthly;Lapse; 76,000 ;NO NLG;0;0;0;N;2.166666667;3; 4,320 ;Jun-17;;
2;3;0;28;M;3;9;C;Monthly;Lapse; 360 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;28;M;3;12;C;Monthly;Lapse; 300 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;43;M;3;5;A;Monthly;Lapse; 2,400 ;NO NLG;0;0;0;N;2.166666667;3; 480 ;Jun-17;;
2;3;0;43;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;25;F;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;25;F;3;16;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;2;M;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;25;F;3;5;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;2.166666667;3; 840 ;Jun-17;;
2;3;0;25;F;3;12;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;35;F;3;12;C;Monthly;Lapse; 300 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;41;F;3;5;A;Monthly;Surrender; 200,000 ;NO NLG;0;0;0;N;2.166666667;3; 4,800 ;Jun-17;;
2;3;0;41;F;3;9;C;Monthly;Surrender; 400 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;41;F;3;8;C;Monthly;Surrender; 100,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;12;F;3;8;C;Monthly;Lapse; 24,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;38;F;3;14;C;Monthly;Lapse; 95 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;41;F;10;54;A;Annually;Inforce; 5,828 ;NO NLG;0;0;0;N;2.166666667;3; 3,000 ;Jun-17;;
2;3;0;41;F;10;56;B;Annually;Inforce; - ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;32;F;3;23;C;Monthly;Inforce; 17,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;32;F;3;15;C;Monthly;Inforce; 200,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;37;M;3;21;C;Monthly;Inforce; 1,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;20;F;8;41;A;Monthly;Lapse; 32,000 ;NO NLG;0;0;0;N;2.166666667;3; 6,324 ;Jun-17;;
2;3;0;20;F;8;52;C;Monthly;Lapse; 32,500 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;20;F;8;53;C;Monthly;Lapse; 19,000 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;19;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.166666667;3; 480 ;Jun-17;;
2;3;0;43;F;3;5;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;2.166666667;3; 960 ;Jun-17;;
2;3;0;43;F;3;16;C;Monthly;Inforce; 100 ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;43;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;2.166666667;3; 240 ;Jun-17;;
2;3;0;21;F;3;5;A;Monthly;Lapse; 4,000 ;NO NLG;0;0;0;N;2.166666667;3; 480 ;Jun-17;;
2;3;0;34;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.166666667;3; 480 ;Jun-17;;
2;3;0;53;F;10;56;B;Annually;Inforce; - ;NO NLG;0;0;0;N;2.166666667;3; - ;Jun-17;;
2;3;0;49;F;3;5;A;Annually;Inforce; 50,000 ;NO NLG;0;0;0;N;2.083333333;3; 2,500 ;Jul-17;;
2;3;0;49;F;3;16;C;Annually;Inforce; 5,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;22;F;8;49;C;Annually;Inforce; 300,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;40;M;3;5;A;Monthly;Inforce; 16,000 ;NO NLG;0;0;0;N;2.083333333;3; 408 ;Jul-17;;
2;3;0;61;F;8;41;A;Monthly;Inforce; 48,000 ;NO NLG;149.99;0;0;N;2;3; 10,673 ;Aug-17;;
2;3;0;61;F;8;43;C;Monthly;Inforce; 60,000 ;NO NLG;150;0;0;N;2;3; 2,530 ;Aug-17;;
2;3;0;33;F;3;8;C;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;58;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 840 ;Jul-17;;
2;3;0;58;M;3;16;C;Monthly;Lapse; 70 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;35;M;3;13;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;35;M;3;15;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;7;F;3;12;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;49;F;3;5;A;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;1.916666667;2; 600 ;Sep-17;;
2;3;0;23;M;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;23;M;3;16;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;8;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.083333333;3; 1,200 ;Jul-17;;
2;3;0;6;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 1,200 ;Jul-17;;
2;3;0;32;M;3;5;A;Monthly;Lapse; 100,000 ;NO NLG;0;0;0;N;2.083333333;3; 1,560 ;Jul-17;;
2;3;0;32;M;3;12;C;Monthly;Lapse; 300 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;24;F;3;5;A;Monthly;Lapse; 4,000 ;NO NLG;49.99;0;0;N;2.083333333;3; 484 ;Jul-17;;
2;3;0;29;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;29;M;3;9;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;56;F;3;5;A;Quaterly;Inforce; 6,000 ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;56;F;3;6;D;Quaterly;Inforce; - ;NO NLG;0;0;0;N;2.083333333;3; 200 ;Jul-17;;
2;3;0;34;F;3;5;A;Annually;Inforce; 20,000 ;NO NLG;0;0;0;N;2.083333333;3; 3,800 ;Jul-17;;
2;3;0;34;F;3;23;C;Annually;Inforce; 17,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;21;F;3;13;C;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;3;F;3;23;C;Monthly;Lapse; 11,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;47;M;3;16;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;47;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 720 ;Jul-17;;
2;3;0;1;M;3;5;A;Quaterly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.083333333;3; 960 ;Jul-17;;
2;3;0;42;F;3;5;A;Quaterly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;42;F;3;6;D;Quaterly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 320 ;Jul-17;;
2;3;0;44;M;3;23;C;Monthly;Lapse; 6,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;59;F;3;5;A;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 960 ;Jul-17;;
2;3;0;43;F;3;5;A;Annually;Inforce; 5,000 ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;43;F;3;7;B;Annually;Inforce; - ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;32;F;3;5;A;Monthly;Inforce; 30,000 ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;32;F;3;16;C;Monthly;Inforce; 70 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;32;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;2.083333333;3; 360 ;Jul-17;;
2;3;0;8;F;3;5;A;Quaterly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 600 ;Jul-17;;
2;3;0;8;F;3;6;D;Quaterly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 240 ;Jul-17;;
2;3;0;43;F;3;14;C;Quaterly;Lapse; 150 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;44;M;12;58;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 288 ;Jul-17;;
2;3;0;39;F;3;5;A;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;2.083333333;3; 2,076 ;Jul-17;;
2;3;0;39;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 480 ;Jul-17;;
2;3;0;28;M;3;10;C;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;28;M;3;8;C;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;1;F;3;5;A;Monthly;Lapse; 6,000 ;NO NLG;0;0;0;N;2.083333333;3; 408 ;Jul-17;;
2;3;0;1;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 552 ;Jul-17;;
2;3;0;36;M;3;5;A;Monthly;Lapse; 100,000 ;NO NLG;0;0;0;N;2.083333333;3; 1,440 ;Jul-17;;
2;3;0;36;M;3;9;C;Monthly;Lapse; 120 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;36;M;3;22;C;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;45;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 240 ;Jul-17;;
2;3;0;40;F;8;46;C;Monthly;Lapse; 250 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;20;F;3;5;A;Annually;Lapse; 75,000 ;NO NLG;0;0;0;N;2.083333333;3; 2,340 ;Jul-17;;
2;3;0;22;M;8;41;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;2;3; 3,600 ;Aug-17;;
2;3;0;52;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2.083333333;3; 1,200 ;Jul-17;;
2;3;0;52;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2.083333333;3; 240 ;Jul-17;;
2;3;0;39;F;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;39;F;3;9;C;Monthly;Lapse; 50 ;NO NLG;0;0;0;N;2.083333333;3; - ;Jul-17;;
2;3;0;35;M;12;58;A;Monthly;Inforce; 10,800 ;NO NLG;0;0;0;N;2;3; 236 ;Aug-17;;
2;3;0;40;F;3;5;A;Quaterly;Inforce; 20,000 ;NO NLG;0;0;0;N;2;3; 560 ;Aug-17;;
2;3;0;40;F;3;16;C;Quaterly;Inforce; 200 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;50;M;12;58;A;Annually;Inforce; 75,000 ;NO NLG;0;0;0;N;2;3; 2,081 ;Aug-17;;
2;3;0;11;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;58;M;3;5;A;Quaterly;Lapse; 50,000 ;NO NLG;0;0;0;N;2;3; 4,800 ;Aug-17;;
2;3;0;14;F;8;41;A;Monthly;Inforce; 140,000 ;NO NLG;0;0;0;N;2;3; 4,800 ;Aug-17;;
2;3;0;14;F;8;52;C;Monthly;Inforce; 15,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;14;F;8;43;C;Monthly;Inforce; 140,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;20;F;12;58;A;Monthly;Lapse; 30,200 ;NO NLG;0;0;0;N;2;3; 362 ;Aug-17;;
2;3;0;52;M;12;58;A;Monthly;Lapse; 15,000 ;NO NLG;0;0;0;N;2;3; 587 ;Aug-17;;
2;3;0;46;F;3;5;A;Annually;Inforce; 17,000 ;NO NLG;0;0;0;N;2;3; 480 ;Aug-17;;
2;3;0;35;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2;3; 1,200 ;Aug-17;;
2;3;0;25;F;3;5;A;Monthly;Surrender; 75,000 ;NO NLG;0;0;0;N;2;3; 2,880 ;Aug-17;;
2;3;0;25;F;3;12;C;Monthly;Surrender; 300 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;35;F;8;46;C;Monthly;Inforce; 600 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;35;F;8;43;C;Monthly;Inforce; 100,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;25;F;12;58;A;Monthly;Lapse; 13,470 ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;39;M;3;13;C;Annually;Inforce; 20,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;39;M;3;6;D;Semiannually;Surrender; - ;NO NLG;0;0;0;N;2;3; 400 ;Aug-17;;
2;3;0;37;M;12;58;A;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;2;3; 256 ;Aug-17;;
2;3;0;34;F;12;58;A;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;2;3; 218 ;Aug-17;;
2;3;0;35;F;11;57;A;Single Premium;Inforce; 3,750 ;NO NLG;0;0;0;N;2;3; 300 ;Aug-17;;
2;3;0;43;F;3;5;A;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;2;3; 720 ;Aug-17;;
2;3;0;43;F;3;10;C;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;43;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;48;M;3;6;D;Quaterly;Inforce; - ;NO NLG;0;0;0;N;2;3; 400 ;Aug-17;;
2;3;0;23;M;3;13;C;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;23;M;3;23;C;Monthly;Inforce; 6,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;13;F;3;5;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;2;3; 960 ;Aug-17;;
2;3;0;35;M;3;14;C;Monthly;Inforce; 80 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;25;F;3;12;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;25;F;3;15;C;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;0;M;10;54;A;Quaterly;Inforce; 5,183 ;NO NLG;0;0;0;Y;2;3; 2,040 ;Aug-17;;
2;3;0;40;M;3;23;C;Monthly;Inforce; 17,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;3;F;10;54;A;Monthly;Surrender; 4,890 ;NO NLG;0;0;0;Y;2;3; 2,400 ;Aug-17;;
2;3;0;3;F;10;55;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;47;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;2;3; 3,000 ;Aug-17;;
2;3;0;47;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2;3; 600 ;Aug-17;;
2;3;0;20;F;12;58;A;Monthly;Lapse; 12,000 ;NO NLG;0;0;0;N;2;3; 144 ;Aug-17;;
2;3;0;44;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 1,680 ;Sep-17;;
2;3;0;51;F;12;58;A;Monthly;Lapse; 12,000 ;NO NLG;0;0;0;N;2;3; 469 ;Aug-17;;
2;3;0;31;F;10;54;A;Annually;Inforce; 5,964 ;NO NLG;0;0;0;N;2;3; 3,000 ;Aug-17;;
2;3;0;31;F;10;55;D;Annually;Inforce; - ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;31;F;10;56;B;Annually;Inforce; - ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;40;M;3;16;C;Monthly;Inforce; 132 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;40;M;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;30;M;12;58;A;Monthly;Inforce; 11,140 ;NO NLG;0;0;0;N;2;3; 243 ;Aug-17;;
2;3;0;35;F;10;54;A;Annually;Inforce; 17,769 ;NO NLG;0;0;0;N;2;3; 8,491 ;Aug-17;;
2;3;0;46;F;12;58;A;Semiannually;Inforce; 72,000 ;NO NLG;0;0;0;N;2;3; 2,078 ;Aug-17;;
2;3;0;49;F;12;58;A;Monthly;Lapse; 25,000 ;NO NLG;0;0;0;N;2;3; 749 ;Aug-17;;
2;3;0;32;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;29;F;3;5;A;Monthly;Surrender; 10,000 ;NO NLG;0;0;0;N;2;3; 480 ;Aug-17;;
2;3;0;29;F;3;12;C;Monthly;Surrender; 40 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;29;F;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;2;3; 240 ;Aug-17;;
2;3;0;41;F;12;58;A;Semiannually;Inforce; 10,000 ;NO NLG;0;0;0;N;2;3; 277 ;Aug-17;;
2;3;0;47;F;12;58;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2;3; 300 ;Aug-17;;
2;3;0;51;M;12;58;A;Semiannually;Inforce; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 753 ;Sep-17;;
2;3;0;45;F;12;58;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;2;3; 288 ;Aug-17;;
2;3;0;25;M;10;55;D;Annually;Inforce; - ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;53;M;12;58;A;Annually;Lapse; 80,000 ;NO NLG;0;0;0;N;2;3; 2,898 ;Aug-17;;
2;3;0;34;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 1,200 ;Sep-17;;
2;3;0;25;M;3;6;D;Quaterly;Inforce; - ;NO NLG;0;0;0;N;2;3; 1,200 ;Aug-17;;
2;3;0;11;M;3;5;A;Quaterly;Lapse; 20,000 ;NO NLG;0;0;0;N;2;3; 1,200 ;Aug-17;;
2;3;0;11;M;3;12;C;Quaterly;Lapse; 40 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;11;M;3;23;C;Quaterly;Lapse; 6,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;11;M;3;8;C;Quaterly;Lapse; 20,000 ;NO NLG;0;0;0;N;2;3; - ;Aug-17;;
2;3;0;24;M;12;58;A;Annually;Inforce; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 165 ;Sep-17;;
2;3;0;21;M;12;58;A;Monthly;Inforce; 44,160 ;NO NLG;0;0;0;N;1.916666667;2; 787 ;Sep-17;;
2;3;0;41;M;12;58;A;Annually;Inforce; 400,000 ;NO NLG;0;0;0;N;1.916666667;2; 10,672 ;Sep-17;;
2;3;0;25;M;3;13;C;Quaterly;Lapse; 30,000 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;25;M;3;16;C;Quaterly;Lapse; 400 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;32;F;3;16;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;43;M;3;5;A;Monthly;Inforce; 60,000 ;NO NLG;0;0;0;N;1.916666667;2; 2,160 ;Sep-17;;
2;3;0;43;M;3;13;C;Monthly;Inforce; 40,000 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;40;F;3;5;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;1.916666667;2; 1,920 ;Sep-17;;
2;3;0;40;F;3;16;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;48;F;12;58;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 300 ;Sep-17;;
2;3;0;48;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 960 ;Sep-17;;
2;3;0;48;F;3;12;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;59;M;8;41;A;Annually;Inforce; 300,000 ;NO NLG;0;0;0;N;1.916666667;2; 60,000 ;Sep-17;;
2;3;0;39;F;11;85;B;Single Premium;Surrender; - ;NO NLG;0;0;0;N;1.916666667;2; 1,700 ;Sep-17;;
2;3;0;49;F;12;58;A;Monthly;Inforce; 14,000 ;NO NLG;0;0;0;N;1.916666667;2; 420 ;Sep-17;;
2;3;0;4;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 480 ;Sep-17;;
2;3;0;37;M;3;14;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;37;F;12;58;A;Annually;Lapse; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 237 ;Sep-17;;
2;3;0;41;F;12;58;A;Monthly;Inforce; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 288 ;Sep-17;;
2;3;0;41;M;10;54;A;Monthly;Surrender; 4,681 ;NO NLG;0;0;0;N;1.916666667;2; 2,400 ;Sep-17;;
2;3;0;41;M;10;55;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;19;M;12;58;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;1.916666667;2; 600 ;Sep-17;;
2;3;0;12;F;3;12;C;Monthly;Inforce; 20 ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;42;F;12;58;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 576 ;Sep-17;;
2;3;0;18;M;12;58;A;Annually;Inforce; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 222 ;Sep-17;;
2;3;0;45;M;12;58;A;Quaterly;Inforce; 10,000 ;NO NLG;0;0;0;N;1.916666667;2; 283 ;Sep-17;;
2;3;0;46;M;3;5;A;Annually;Inforce; 60,000 ;NO NLG;0;1;0;N;1.916666667;2; 10,000 ;Sep-17;;
2;3;0;46;M;3;7;B;Annually;Inforce; - ;NO NLG;0;1;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;28;F;12;58;A;Semiannually;Inforce; 20,000 ;NO NLG;0;0;0;N;1.916666667;2; 421 ;Sep-17;;
2;3;0;1;M;10;55;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;1.916666667;2; - ;Sep-17;;
2;3;0;43;M;3;5;A;Monthly;Inforce; 80,000 ;NO NLG;0;0;0;N;1.916666667;2; 1,200 ;Sep-17;;
2;3;0;24;M;12;58;A;Monthly;Inforce; 13,600 ;NO NLG;0;0;0;N;1.916666667;2; 242 ;Sep-17;;
2;3;0;18;M;12;58;A;Annually;Lapse; 15,000 ;NO NLG;0;0;0;N;1.916666667;2; 167 ;Sep-17;;
