CHANNEL1;CHANNEL2;CHANNEL3;ENTRY AGE;SEX;POLICY TYPE 1;POLICY TYPE 2;POLICY TYPE 3;PAYMENT MODE;POLICY STATUS;BENEFIT;NON LAPSE GUARANTEED;SUBSTANDARD RISK;NUMBER OF ADVANCE PREMIUM;INITIAL BENEFIT;Full Benefit?;Policy Year (Decimal);Policy Year;Premium;Issue Date;;
2;3;0;32;M;3;12;C;Annually;Inforce; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;32;M;3;8;C;Annually;Inforce; 100,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;32;M;3;6;D;Annually;Inforce; - ;NO NLG;0;0;0;N;6.083333333;7; 3,000 ;Jul-13;;
2;3;0;4;M;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;25;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 1,080 ;Jul-13;;
2;3;0;57;F;3;5;A;Monthly;Lapse; 8,000 ;NO NLG;0;0;0;N;6.083333333;7; 480 ;Jul-13;;
2;3;0;57;F;3;12;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;24;M;3;16;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;10;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 408 ;Jul-13;;
2;3;0;10;M;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;10;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 480 ;Jul-13;;
2;3;0;2;F;3;13;C;Quaterly;Inforce; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;2;F;3;12;C;Quaterly;Inforce; 80 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;2;F;3;6;D;Quaterly;Inforce; - ;NO NLG;0;0;0;N;6.083333333;7; 240 ;Jul-13;;
2;3;0;22;F;3;5;A;Quaterly;Lapse; 8,000 ;NO NLG;0;0;0;N;6.083333333;7; 560 ;Jul-13;;
2;3;0;22;F;3;9;C;Quaterly;Lapse; 140 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;22;F;3;6;D;Quaterly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 360 ;Jul-13;;
2;3;0;44;F;3;8;C;Semiannually;Inforce; 30,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;44;F;3;6;D;Semiannually;Inforce; - ;NO NLG;0;0;0;N;6.083333333;7; 1,000 ;Jul-13;;
2;3;0;32;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 840 ;Jul-13;;
2;3;0;43;M;3;13;C;Monthly;Inforce; 170,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;16;F;3;5;A;Annually;Surrender; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,200 ;Jul-13;;
2;3;0;16;F;3;6;D;Annually;Surrender; - ;NO NLG;0;0;0;N;6.083333333;7; 800 ;Jul-13;;
2;3;0;49;M;3;14;C;Annually;Surrender; 2,200 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;12;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,400 ;Jul-13;;
2;3;0;47;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 1,200 ;Jul-13;;
2;3;0;47;F;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;47;F;3;18;C;Monthly;Lapse; 7,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;47;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 1,200 ;Jul-13;;
2;3;0;45;M;3;12;C;Monthly;Inforce; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;45;M;3;17;C;Monthly;Inforce; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;45;M;3;18;C;Monthly;Inforce; 7,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;41;M;3;5;A;Annually;Lapse; 60,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,400 ;Jul-13;;
2;3;0;31;F;3;5;A;Monthly;Lapse; 120,000 ;NO NLG;0;0;0;N;6.083333333;7; 6,000 ;Jul-13;;
2;3;0;31;M;3;13;C;Annually;Lapse; 30,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;31;M;3;9;C;Annually;Lapse; 2,400 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;27;M;3;13;C;Annually;Lapse; 26,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;37;M;3;5;A;Annually;Lapse; 30,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,400 ;Jul-13;;
2;3;0;37;M;3;17;C;Annually;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;37;F;3;5;A;Annually;Lapse; 40,000 ;NO NLG;0;0;0;N;6.083333333;7; 3,000 ;Jul-13;;
2;3;0;37;F;3;13;C;Annually;Lapse; 40,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;34;F;3;12;C;Annually;Lapse; 200 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;34;F;3;10;C;Annually;Lapse; 40,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;34;F;3;17;C;Annually;Lapse; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;36;M;3;17;C;Annually;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;27;F;3;5;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,400 ;Jul-13;;
2;3;0;27;F;3;17;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;26;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 792 ;Jul-13;;
2;3;0;40;M;3;16;C;Monthly;Surrender; 160 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;40;M;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;6.083333333;7; 1,080 ;Jul-13;;
2;3;0;29;M;3;5;A;Annually;Lapse; 60,000 ;NO NLG;0;0;0;N;6.083333333;7; 2,800 ;Jul-13;;
2;3;0;29;M;3;8;C;Annually;Lapse; 30,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;41;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;41;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;47;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 240 ;Jul-13;;
2;3;0;33;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;46;F;3;5;A;Monthly;Lapse; 3,000 ;NO NLG;0;0;0;N;6.083333333;7; 408 ;Jul-13;;
2;3;0;46;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;50;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 1,200 ;Jul-13;;
2;3;0;50;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 2,400 ;Jul-13;;
2;3;0;24;F;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 480 ;Jul-13;;
2;3;0;24;F;3;12;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;26;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;48;M;3;5;A;Monthly;Lapse; 15,000 ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;48;M;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;48;M;3;16;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;22;M;3;12;C;Monthly;Lapse; 20 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;23;M;3;8;C;Monthly;Lapse; 27,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;23;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 240 ;Jul-13;;
2;3;0;35;M;3;12;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;39;M;3;17;C;Annually;Lapse; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;25;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;25;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 960 ;Jul-13;;
2;3;0;25;F;3;5;A;Monthly;Lapse; 14,000 ;NO NLG;0;0;0;N;6.083333333;7; 480 ;Jul-13;;
2;3;0;55;M;3;5;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;6.083333333;7; 1,440 ;Jul-13;;
2;3;0;3;F;3;5;A;Monthly;Inforce; 5,000 ;NO NLG;0;0;0;N;6.083333333;7; 480 ;Jul-13;;
2;3;0;3;F;3;12;C;Monthly;Inforce; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;3;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;6.083333333;7; 240 ;Jul-13;;
2;3;0;54;M;3;12;C;Annually;Surrender; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;54;M;3;6;D;Annually;Surrender; - ;NO NLG;0;0;0;N;6.083333333;7; 400 ;Jul-13;;
2;3;0;32;F;3;5;A;Monthly;Lapse; 7,000 ;NO NLG;0;0;0;N;6.083333333;7; 1,260 ;Jul-13;;
2;3;0;32;F;3;9;C;Monthly;Lapse; 105 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;53;F;3;5;A;Semiannually;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; 400 ;Jul-13;;
2;3;0;53;F;3;6;D;Semiannually;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 320 ;Jul-13;;
2;3;0;30;M;3;16;C;Monthly;Lapse; 120 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;30;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;44;F;3;5;A;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;6;7; 960 ;Aug-13;;
2;3;0;44;F;3;8;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;43;F;3;5;A;Semiannually;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 720 ;Jul-13;;
2;3;0;28;F;3;16;C;Monthly;Lapse; 80 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;28;F;3;8;C;Monthly;Lapse; 27,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;28;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 240 ;Jul-13;;
2;3;0;3;F;3;12;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;3;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;3;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;10;M;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;6.083333333;7; 200 ;Jul-13;;
2;3;0;44;F;3;14;C;Monthly;Inforce; 83 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;41;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;44;M;3;12;C;Monthly;Surrender; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;44;M;3;8;C;Monthly;Surrender; 100,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;44;M;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;6.083333333;7; 1,200 ;Jul-13;;
2;3;0;6;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6.083333333;7; 360 ;Jul-13;;
2;3;0;2;M;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;2;M;3;8;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;38;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6.083333333;7; - ;Jul-13;;
2;3;0;24;M;3;5;A;Quaterly;Inforce; 2,000 ;NO NLG;0;0;0;N;6;7; 400 ;Aug-13;;
2;3;0;24;M;3;6;D;Quaterly;Inforce; - ;NO NLG;0;0;0;N;6;7; 800 ;Aug-13;;
2;3;0;24;M;3;7;B;Quaterly;Inforce; - ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;9;F;3;5;A;Annually;Lapse; 10,000 ;NO NLG;0;0;0;N;6.083333333;7; 400 ;Jul-13;;
2;3;0;37;F;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;37;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;37;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 960 ;Aug-13;;
2;3;0;22;M;3;5;A;Monthly;Inforce; 6,000 ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;22;M;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;6;7; 480 ;Aug-13;;
2;3;0;28;M;3;5;A;Quaterly;Lapse; 50,000 ;NO NLG;0;0;0;N;6;7; 1,080 ;Aug-13;;
2;3;0;28;M;3;10;C;Quaterly;Lapse; 50,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;28;M;3;16;C;Quaterly;Lapse; 360 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;28;M;3;19;C;Quaterly;Lapse; 25,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;38;M;3;5;A;Semiannually;Lapse; 33,800 ;NO NLG;0;0;0;N;6;7; 1,000 ;Aug-13;;
2;3;0;15;M;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;6;7; 480 ;Aug-13;;
2;3;0;27;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6;7; 600 ;Aug-13;;
2;3;0;27;M;3;10;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;27;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;5;M;3;12;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;33;M;3;13;C;Semiannually;Surrender; 5,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;33;M;3;16;C;Semiannually;Surrender; 900 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;33;M;3;17;C;Semiannually;Surrender; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;46;M;3;16;C;Semiannually;Lapse; 1,600 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;46;M;3;8;C;Semiannually;Lapse; 7,500 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;46;M;3;6;D;Semiannually;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;38;F;3;5;A;Monthly;Lapse; 40,000 ;NO NLG;0;0;0;N;6;7; 1,680 ;Aug-13;;
2;3;0;38;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;42;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; 1,680 ;Aug-13;;
2;3;0;42;M;3;9;C;Monthly;Lapse; 140 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;14;F;3;5;A;Annually;Lapse; 30,000 ;NO NLG;0;0;0;N;6;7; 2,400 ;Aug-13;;
2;3;0;14;F;3;12;C;Annually;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;14;F;3;8;C;Annually;Lapse; 30,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;15;M;3;12;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;39;F;3;14;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;25;F;3;5;A;Monthly;Lapse; 27,000 ;NO NLG;0;0;0;N;6;7; 2,160 ;Aug-13;;
2;3;0;25;F;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;25;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;48;F;3;5;A;Monthly;Lapse; 60,000 ;NO NLG;0;0;0;N;6;7; 4,800 ;Aug-13;;
2;3;0;48;F;3;17;C;Monthly;Lapse; 200 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;32;F;3;10;C;Annually;Surrender; 20,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;32;F;3;12;C;Annually;Surrender; 60 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;32;F;3;22;C;Annually;Surrender; 4,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;2;F;3;5;A;Quaterly;Surrender; 20,000 ;NO NLG;0;0;0;N;6;7; 1,200 ;Aug-13;;
2;3;0;31;M;3;5;A;Monthly;Lapse; 60,000 ;NO NLG;0;0;0;N;6;7; 2,520 ;Aug-13;;
2;3;0;31;M;3;13;C;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;31;M;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;11;F;3;5;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;6;7; 1,440 ;Aug-13;;
2;3;0;11;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;47;F;3;5;A;Monthly;Lapse; 100,000 ;NO NLG;0;0;0;N;6;7; 2,400 ;Aug-13;;
2;3;0;44;M;3;17;C;Annually;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;28;M;3;5;A;Annually;Lapse; 80,000 ;NO NLG;0;0;0;N;6;7; 5,200 ;Aug-13;;
2;3;0;28;M;3;17;C;Annually;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;1;M;3;13;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;1;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;2;M;3;12;C;Monthly;Surrender; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;2;M;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;6;M;3;5;A;Monthly;Inforce; 20,000 ;NO NLG;0;0;0;N;6;7; 2,400 ;Aug-13;;
2;3;0;35;M;3;8;C;Annually;Lapse; 50,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;6;F;3;6;D;Semiannually;Surrender; - ;NO NLG;0;0;0;N;6;7; 200 ;Aug-13;;
2;3;0;39;M;3;14;C;Semiannually;Surrender; 300 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;38;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; 1,560 ;Aug-13;;
2;3;0;38;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;45;M;3;5;A;Monthly;Inforce; 12,000 ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;45;M;3;13;C;Monthly;Inforce; 6,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;45;M;3;16;C;Monthly;Inforce; 80 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;5;F;3;5;A;Quaterly;Surrender; 10,000 ;NO NLG;0;0;0;N;6;7; 800 ;Aug-13;;
2;3;0;5;F;3;6;D;Quaterly;Surrender; - ;NO NLG;0;0;0;N;6;7; 400 ;Aug-13;;
2;3;0;43;F;3;13;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;43;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;43;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;5.916666667;6; 240 ;Sep-13;;
2;3;0;11;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;6;7; 480 ;Aug-13;;
2;3;0;34;M;3;5;A;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; 1,680 ;Aug-13;;
2;3;0;29;M;3;17;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;43;M;3;5;A;Monthly;Lapse; 25,000 ;NO NLG;0;0;0;N;6;7; 960 ;Aug-13;;
2;3;0;43;M;3;16;C;Monthly;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;41;M;3;8;C;Monthly;Lapse; 15,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;42;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;6;7; 1,200 ;Aug-13;;
2;3;0;3;F;3;5;A;Monthly;Surrender; 3,000 ;NO NLG;0;0;0;N;6;7; 456 ;Aug-13;;
2;3;0;3;F;3;12;C;Monthly;Surrender; 40 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;36;F;3;5;A;Monthly;Lapse; 5,000 ;NO NLG;0;0;0;N;6;7; 480 ;Aug-13;;
2;3;0;36;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;48;M;3;5;A;Semiannually;Lapse; 40,000 ;NO NLG;0;0;0;N;6;7; 2,920 ;Aug-13;;
2;3;0;48;M;3;12;C;Semiannually;Lapse; 100 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;48;M;3;6;D;Semiannually;Lapse; - ;NO NLG;0;0;0;N;6;7; 200 ;Aug-13;;
2;3;0;2;M;3;12;C;Monthly;Lapse; 40 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;4;F;3;5;A;Annually;Lapse; 10,000 ;NO NLG;0;0;0;N;6;7; 2,000 ;Aug-13;;
2;3;0;17;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;5.916666667;6; 960 ;Sep-13;;
2;3;0;17;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;39;M;3;5;A;Monthly;Surrender; 50,000 ;NO NLG;0;0;0;N;6;7; 720 ;Aug-13;;
2;3;0;39;M;3;6;D;Monthly;Surrender; - ;NO NLG;0;0;0;N;6;7; 240 ;Aug-13;;
2;3;0;43;M;3;11;C;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;43;M;3;8;C;Monthly;Lapse; 50,000 ;NO NLG;0;0;0;N;6;7; - ;Aug-13;;
2;3;0;43;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;6;7; 360 ;Aug-13;;
2;3;0;6;F;3;13;C;Monthly;Inforce; 4,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;6;F;3;12;C;Monthly;Inforce; 60 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;6;F;3;6;D;Monthly;Inforce; - ;NO NLG;0;0;0;N;5.916666667;6; 480 ;Sep-13;;
2;3;0;52;M;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;5.916666667;6; 240 ;Sep-13;;
2;3;0;52;M;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;5.916666667;6; 1,200 ;Sep-13;;
2;3;0;52;M;3;10;C;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;52;M;3;8;C;Monthly;Lapse; 10,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;52;M;3;10;C;Monthly;Lapse; 25,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;47;F;3;5;A;Monthly;Lapse; 20,000 ;NO NLG;0;0;0;N;5.916666667;6; 2,640 ;Sep-13;;
2;3;0;47;F;3;17;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;47;F;3;6;D;Monthly;Lapse; - ;NO NLG;0;0;0;N;5.916666667;6; 240 ;Sep-13;;
2;3;0;22;M;3;5;A;Monthly;Lapse; 30,000 ;NO NLG;0;0;0;N;5.75;6; 1,200 ;Nov-13;;
2;3;0;22;M;3;12;C;Monthly;Lapse; 60 ;NO NLG;0;0;0;N;5.75;6; - ;Nov-13;;
2;3;0;8;F;3;6;D;Semiannually;Lapse; - ;NO NLG;0;0;0;N;5.916666667;6; 400 ;Sep-13;;
2;3;0;48;M;3;8;C;Semiannually;Lapse; 30,000 ;NO NLG;0;0;0;N;5.916666667;6; - ;Sep-13;;
2;3;0;48;M;3;6;D;Semiannually;Lapse; - ;NO NLG;0;0;0;N;5.916666667;6; 1,200 ;Sep-13;;
2;3;0;43;F;3;5;A;Monthly;Inforce; 50,000 ;NO NLG;0;0;0;N;5.916666667;6; 960 ;Sep-13;;
